time,tau_ref_traj,t_ld ,q_gear_meas,dq_meas,q_spring_meas,tau_sensor,rt_current,current_lpf,tau_mod
1.6967,-9.45204,0,-0.651462,0.0305837,0.0282828,-12.7599,-9.12941,0,-11.3172
1.70645,-9.44743,0,-0.651175,0.0434308,0.0282828,-12.7003,-10.6706,0,-11.3129
1.71454,-9.44163,0,-0.650791,0.0369114,0.0281869,-12.6408,-10.3294,0,-11.3072
1.7225,-9.43699,0,-0.650504,0.0365279,0.0281869,-12.6591,-10.3765,0,-11.3029
1.73051,-9.43231,0,-0.650216,0.0511966,0.0281869,-12.5538,-9.90588,0,-11.2987
1.73909,-9.42743,0,-0.649833,0.0395,0.028091,-12.5126,-10.5412,0,-11.293
1.74753,-9.42229,0,-0.649545,0.0322136,0.028091,-12.5996,-9.67059,0,-11.2887
1.75551,-9.41757,0,-0.649161,0.046307,0.0281869,-12.5538,-8.56471,0,-11.283
1.76345,-9.4128,0,-0.648874,0.0325971,0.0281869,-12.5858,-8.30588,0,-11.2787
1.77168,-9.40798,0,-0.648586,0.0624138,0.0281869,-12.5309,-10.6824,0,-11.2744
1.78059,-9.40264,0,-0.648107,0.0527306,0.028091,-12.453,-9.4,0,-11.2673
1.78866,-9.39781,0,-0.647628,0.0556068,0.0279951,-12.3706,-11.1412,0,-11.2602
1.79823,-9.39299,0,-0.64734,0.0335558,0.028091,-12.4713,-6.2,0,-11.2559
1.80661,-9.38687,0,-0.646956,0.050142,0.028091,-12.5263,-7.95294,0,-11.2502
1.81452,-9.38204,0,-0.646477,0.0452524,0.028091,-12.5309,-7.83529,0,-11.243
1.82251,-9.37715,0,-0.646094,0.0528265,0.028091,-12.5629,-8.12941,0,-11.2373
1.83084,-9.37215,0,-0.645614,0.0547439,0.028091,-12.5309,-10.3059,0,-11.2302
1.83949,-9.36668,0,-0.645135,0.0633726,0.028091,-12.4942,-7.05882,0,-11.223
1.84753,-9.36173,0,-0.644655,0.0475534,0.0279951,-12.4805,-8.90588,0,-11.2159
1.85554,-9.35675,0,-0.644272,0.0555109,0.0279951,-12.508,-6.81176,0,-11.2102
1.86363,-9.35169,0,-0.643793,0.0546481,0.028091,-12.508,-7.74118,0,-11.203
1.87254,-9.34613,0,-0.643313,0.0693168,0.0279951,-12.4439,-8.87059,0,-11.1958
1.88052,-9.3411,0,-0.642738,0.0662488,0.0278993,-12.3568,-8.85882,0,-11.1872
1.88872,-9.33602,0,-0.642163,0.0678786,0.0278034,-12.2698,-9.63529,0,-11.1787
1.89674,-9.33092,0,-0.641779,0.0497585,0.0278034,-12.3339,-7.72941,0,-11.1729
1.90556,-9.32526,0,-0.641204,0.0466905,0.0278993,-12.4255,-6.25882,0,-11.1643
